age,workClass,education,educationNum,maritalStatus,occupation,race,sex,hoursPerWeek,nativeCountry,income
23,Private,Some-college,10,Single,Handlers-cleaners,White,Male,32,Cuba,<=50K
34,Private,10th,6,Married,Other-service,White,Female,38,United-States,<=50K
48,State-gov,Some-college,10,Married,Craft-repair,White,Male,40,United-States,>50K
32,?,11th,7,Married,?,White,Female,49,United-States,<=50K
42,Private,Some-college,10,Married,Craft-repair,Black,Male,40,United-States,>50K
22,Private,HS-grad,9,Single,Adm-clerical,Brown,Male,40,United-States,<=50K
60,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,42,United-States,>50K
42,Private,Bachelors,13,Married,Exec-managerial,White,Male,55,United-States,>50K
45,Private,Bachelors,13,Married,Exec-managerial,White,Female,55,United-States,<=50K
47,Private,HS-grad,9,Married,Other-service,White,Female,32,United-States,<=50K
29,Private,Masters,14,Married,Exec-managerial,White,Female,40,United-States,>50K
34,Private,Bachelors,13,Single,Sales,White,Male,38,United-States,<=50K
34,Private,Bachelors,13,Married,Prof-specialty,White,Female,40,United-States,>50K
39,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Male,40,United-States,<=50K
29,Private,Some-college,10,Married,Prof-specialty,White,Female,24,United-States,<=50K
42,Self-emp-inc,Some-college,10,Single,Sales,White,Male,60,United-States,<=50K
48,Private,11th,7,Married,Other-service,Black,Female,35,United-States,<=50K
53,Private,Bachelors,13,Married,Exec-managerial,Black,Male,40,United-States,>50K
51,Private,Some-college,10,Devorced,Adm-clerical,White,Female,45,United-States,<=50K
44,Self-emp-not-inc,Bachelors,13,Married,Farming-fishing,White,Male,90,United-States,<=50K
46,Self-emp-inc,Assoc-voc,11,Married,Exec-managerial,White,Male,60,United-States,>50K
51,Private,Doctorate,16,Married,Craft-repair,White,Female,60,United-States,>50K
32,Private,Some-college,10,Single,Craft-repair,White,Female,40,United-States,<=50K
22,?,HS-grad,9,Single,?,Black,Male,30,United-States,<=50K
24,Private,Some-college,10,Single,Other-service,White,Male,45,United-States,<=50K
33,Private,Assoc-voc,11,Single,Prof-specialty,Black,Female,26,United-States,<=50K
47,Self-emp-not-inc,HS-grad,9,Devorced,Craft-repair,White,Male,90,United-States,<=50K
64,Self-emp-not-inc,Masters,14,Married,Prof-specialty,White,Male,50,United-States,<=50K
62,Private,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,>50K
52,Private,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,>50K
39,Private,HS-grad,9,Single,Sales,White,Female,40,Poland,<=50K
42,Private,HS-grad,9,Married,Prof-specialty,White,Male,48,United-States,<=50K
38,Federal-gov,Bachelors,13,Married,Sales,White,Male,42,United-States,>50K
55,Private,7th-8th,4,Married,Transport-moving,White,Male,50,United-States,<=50K
29,?,HS-grad,9,Married,?,White,Female,27,United-States,<=50K
42,Private,Assoc-acdm,12,Married,Prof-specialty,White,Female,24,United-States,<=50K
30,Private,Assoc-acdm,12,Married,Exec-managerial,White,Female,50,Thailand,>50K
32,Private,9th,5,Married,Craft-repair,White,Male,40,United-States,<=50K
36,?,HS-grad,9,Married,?,White,Male,30,United-States,<=50K
50,Federal-gov,11th,7,Single,Sales,Black,Female,40,United-States,<=50K
27,Private,HS-grad,9,Single,Machine-op-inspct,Brown,Male,40,Philippines,<=50K
47,Private,HS-grad,9,Married,Exec-managerial,White,Male,60,United-States,<=50K
33,Private,9th,5,Married,Machine-op-inspct,White,Male,35,United-States,<=50K
48,Self-emp-not-inc,Some-college,10,Single,Adm-clerical,White,Male,40,United-States,<=50K
23,Private,7th-8th,4,Single,Other-service,White,Male,35,United-States,<=50K
31,Federal-gov,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
26,Private,Some-college,10,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K
61,Self-emp-not-inc,HS-grad,9,Married,Sales,Brown,Male,63,South,<=50K
50,Private,Bachelors,13,Married,Sales,Black,Male,40,United-States,<=50K
49,Private,Assoc-voc,11,Married,Prof-specialty,White,Male,40,Germany,>50K
57,?,5th-6th,3,Married,?,White,Male,84,United-States,>50K
19,Private,HS-grad,9,Single,Other-service,Brown,Male,24,United-States,<=50K
18,Private,11th,7,Single,Handlers-cleaners,White,Male,15,United-States,<=50K
44,Self-emp-not-inc,Assoc-acdm,12,Married,Other-service,White,Female,99,United-States,<=50K
54,Private,Assoc-voc,11,Married,Sales,White,Male,50,United-States,<=50K
35,State-gov,HS-grad,9,Married,Protective-serv,White,Male,40,United-States,>50K
27,State-gov,Masters,14,Single,Prof-specialty,Brown,Male,20,China,<=50K
50,Self-emp-inc,HS-grad,9,Married,Farming-fishing,White,Male,50,United-States,<=50K
43,State-gov,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
28,Private,Some-college,10,Married,Adm-clerical,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,<=50K
21,Private,Preschool,1,Single,Farming-fishing,White,Male,50,Mexico,<=50K
30,Private,Prof-school,15,Single,Prof-specialty,White,Female,45,United-States,<=50K
19,Private,HS-grad,9,Single,Craft-repair,White,Male,45,United-States,<=50K
40,Private,Some-college,10,Married,Other-service,White,Male,40,United-States,<=50K
55,Private,Masters,14,Married,Sales,White,Male,50,United-States,>50K
67,?,HS-grad,9,Married,?,White,Male,20,United-States,<=50K
31,Private,Assoc-voc,11,Married,Machine-op-inspct,White,Male,43,United-States,<=50K
30,Private,Assoc-voc,11,Married,Exec-managerial,White,Male,40,United-States,<=50K
54,?,Preschool,1,Married,?,White,Female,40,Mexico,<=50K
51,Federal-gov,Bachelors,13,Single,Prof-specialty,Brown,Female,43,United-States,<=50K
34,Private,HS-grad,9,Married,Transport-moving,White,Female,40,United-States,<=50K
59,Private,Masters,14,Married,Exec-managerial,White,Male,45,United-States,>50K
50,Private,HS-grad,9,Married,Exec-managerial,White,Female,38,United-States,<=50K
29,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
17,State-gov,10th,6,Single,Farming-fishing,White,Male,40,United-States,<=50K
24,Private,HS-grad,9,Single,Other-service,White,Female,30,United-States,<=50K
52,?,Preschool,1,Married,?,White,Male,40,Mexico,<=50K
39,Private,Masters,14,Married,Prof-specialty,White,Female,18,United-States,>50K
18,?,12th,8,Single,?,White,Female,25,United-States,<=50K
32,Private,Some-college,10,Married,Handlers-cleaners,Black,Male,40,Nicaragua,<=50K
25,?,Some-college,10,Married,?,White,Female,50,United-States,<=50K
34,Private,HS-grad,9,Single,Machine-op-inspct,White,Female,45,United-States,<=50K
44,Self-emp-not-inc,HS-grad,9,Married,Prof-specialty,White,Male,40,United-States,>50K
37,Local-gov,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
39,Private,Masters,14,Married,Exec-managerial,White,Female,65,United-States,>50K
32,Self-emp-inc,Prof-school,15,Married,Prof-specialty,White,Male,40,United-States,>50K
23,Private,Some-college,10,Single,Other-service,White,Female,28,United-States,<=50K
45,Federal-gov,Some-college,10,Married,Adm-clerical,White,Male,42,United-States,<=50K
30,Private,11th,7,Married,Handlers-cleaners,White,Male,40,United-States,<=50K
20,Private,12th,8,Married,Other-service,White,Female,10,United-States,<=50K
41,Private,HS-grad,9,Married,Craft-repair,White,Male,4,Peru,<=50K
21,Private,HS-grad,9,Single,Sales,White,Female,30,United-States,<=50K
48,Private,7th-8th,4,Married,Other-service,Brown,Male,30,China,<=50K
31,Private,HS-grad,9,Married,Prof-specialty,White,Male,45,United-States,>50K
34,Private,Assoc-voc,11,Single,Handlers-cleaners,Black,Male,40,United-States,<=50K
25,Private,HS-grad,9,Married,Other-service,Black,Male,40,United-States,<=50K
41,Self-emp-not-inc,Bachelors,13,Married,Craft-repair,White,Male,35,United-States,<=50K
35,Self-emp-not-inc,Prof-school,15,Married,Prof-specialty,White,Male,50,United-States,>50K
42,Private,Bachelors,13,Married,Exec-managerial,White,Female,40,United-States,<=50K
34,Self-emp-not-inc,HS-grad,9,Married,Transport-moving,White,Male,75,Mexico,>50K
44,Private,10th,6,Married,Machine-op-inspct,White,Male,60,United-States,<=50K
32,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
25,Private,Some-college,10,Single,Sales,Brown,Male,40,United-States,<=50K
23,Private,11th,7,Married,Transport-moving,White,Male,50,United-States,<=50K
36,Private,Prof-school,15,Single,Prof-specialty,Brown,Male,40,India,>50K
53,Self-emp-not-inc,Bachelors,13,Single,Sales,White,Male,60,United-States,>50K
27,Private,Doctorate,16,Single,Prof-specialty,White,Male,52,United-States,<=50K
27,Private,Bachelors,13,Single,Adm-clerical,White,Female,65,United-States,<=50K
57,Private,HS-grad,9,Single,Exec-managerial,White,Female,45,United-States,<=50K
17,Private,11th,7,Single,Sales,White,Female,20,United-States,<=50K
59,Local-gov,HS-grad,9,Married,Adm-clerical,White,Female,38,United-States,<=50K
34,Private,HS-grad,9,Single,Other-service,White,Female,40,United-States,<=50K
30,Private,10th,6,Married,Transport-moving,White,Male,55,United-States,<=50K
31,State-gov,Assoc-acdm,12,Single,Adm-clerical,Black,Female,45,United-States,<=50K
18,?,11th,7,Single,?,White,Male,40,United-States,<=50K
23,Private,Some-college,10,Single,Sales,White,Male,30,United-States,<=50K
19,Private,HS-grad,9,Single,Transport-moving,White,Male,40,United-States,<=50K
20,Self-emp-not-inc,Assoc-voc,11,Single,Farming-fishing,White,Male,40,United-States,<=50K
52,Self-emp-not-inc,HS-grad,9,Married,Sales,White,Male,40,United-States,<=50K
39,Local-gov,Bachelors,13,Married,Prof-specialty,White,Male,50,United-States,>50K
27,Private,HS-grad,9,Married,Other-service,White,Female,50,United-States,<=50K
19,Private,Some-college,10,Single,Sales,White,Female,35,United-States,<=50K
38,Local-gov,Bachelors,13,Married,Prof-specialty,White,Female,15,United-States,<=50K
19,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,16,United-States,<=50K
34,Private,Bachelors,13,Married,Prof-specialty,White,Female,40,United-States,>50K
41,Private,HS-grad,9,Married,Transport-moving,White,Male,45,?,<=50K
23,Private,HS-grad,9,Married,Machine-op-inspct,White,Female,40,United-States,<=50K
24,?,Assoc-acdm,12,Single,?,White,Male,12,United-States,<=50K
24,Private,Bachelors,13,Single,Adm-clerical,White,Female,40,United-States,<=50K
22,Private,10th,6,Single,Transport-moving,Brown,Male,84,United-States,<=50K
45,Private,Prof-school,15,Married,Prof-specialty,White,Male,60,United-States,>50K
45,Private,HS-grad,9,Married,Exec-managerial,White,Male,60,United-States,>50K
48,Private,Bachelors,13,Married,Exec-managerial,Brown,Male,40,Japan,>50K
42,Private,Bachelors,13,Married,Sales,White,Male,60,United-States,<=50K
35,Self-emp-not-inc,Some-college,10,Married,Sales,White,Male,50,United-States,<=50K
32,Private,HS-grad,9,Married,Other-service,Brown,Female,40,United-States,<=50K
51,Local-gov,HS-grad,9,Married,Exec-managerial,White,Female,32,United-States,<=50K
59,Private,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,>50K
31,Local-gov,HS-grad,9,Single,Transport-moving,White,Male,40,United-States,<=50K
27,Local-gov,Bachelors,13,Single,Tech-support,White,Male,50,United-States,<=50K
29,Private,Bachelors,13,Married,Handlers-cleaners,Black,Male,80,?,>50K
57,Private,Assoc-acdm,12,Devorced,Adm-clerical,White,Female,35,United-States,<=50K
40,Private,HS-grad,9,Single,Other-service,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
23,Private,7th-8th,4,Single,Machine-op-inspct,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married,Adm-clerical,White,Female,35,Scotland,<=50K
60,Private,HS-grad,9,Married,Sales,White,Male,40,United-States,<=50K
53,Local-gov,Masters,14,Single,Exec-managerial,White,Female,50,United-States,>50K
20,?,Some-college,10,Single,?,White,Female,40,United-States,<=50K
27,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married,Transport-moving,White,Male,45,United-States,<=50K
29,State-gov,Bachelors,13,Single,Craft-repair,White,Male,40,United-States,<=50K
22,Private,Bachelors,13,Single,Farming-fishing,White,Male,40,United-States,<=50K
42,Private,Bachelors,13,Single,Prof-specialty,White,Female,38,United-States,>50K
63,Self-emp-inc,Prof-school,15,Married,Prof-specialty,White,Male,50,United-States,>50K
28,Private,HS-grad,9,Married,Sales,White,Male,40,United-States,<=50K
79,Private,Some-college,10,Married,Adm-clerical,White,Male,20,United-States,<=50K
39,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
29,Private,12th,8,Single,Other-service,Brown,Male,40,United-States,<=50K
60,Private,7th-8th,4,Married,Other-service,White,Male,40,United-States,<=50K
58,Private,12th,8,Married,Other-service,White,Female,24,United-States,<=50K
20,Private,Assoc-acdm,12,Single,Other-service,White,Female,18,United-States,<=50K
44,Private,HS-grad,9,Married,Transport-moving,White,Male,65,United-States,>50K
47,Private,HS-grad,9,Married,Transport-moving,White,Male,48,United-States,<=50K
59,Private,HS-grad,9,Married,Protective-serv,White,Male,24,United-States,>50K
37,Private,Masters,14,Married,Exec-managerial,White,Male,65,United-States,<=50K
21,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
68,Private,Assoc-voc,11,Devorced,Exec-managerial,White,Female,40,United-States,<=50K
43,Private,Some-college,10,Married,Adm-clerical,White,Male,40,United-States,<=50K
23,?,Some-college,10,Single,?,Black,Female,40,United-States,<=50K
23,Private,HS-grad,9,Single,Craft-repair,White,Female,33,United-States,<=50K
40,Local-gov,Masters,14,Single,Adm-clerical,White,Female,35,United-States,<=50K
45,Self-emp-not-inc,Some-college,10,Single,Sales,White,Female,35,United-States,<=50K
34,?,Assoc-voc,11,Married,?,White,Male,60,United-States,>50K
22,Private,Some-college,10,Single,Tech-support,White,Male,40,United-States,<=50K
38,Private,Bachelors,13,Married,Prof-specialty,White,Male,50,United-States,>50K
24,Private,Some-college,10,Single,Sales,White,Male,49,United-States,<=50K
23,Private,HS-grad,9,Married,Sales,White,Female,40,United-States,<=50K
39,Federal-gov,Some-college,10,Married,Adm-clerical,White,Male,45,United-States,>50K
26,Private,Some-college,10,Single,Craft-repair,White,Male,40,United-States,<=50K
24,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
22,Private,Some-college,10,Single,Adm-clerical,White,Male,25,United-States,<=50K
36,Private,Bachelors,13,Married,Prof-specialty,White,Male,55,United-States,<=50K
20,Private,Some-college,10,Single,Priv-house-serv,White,Female,20,United-States,<=50K
18,Private,11th,7,Single,Other-service,Black,Male,8,United-States,<=50K
38,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
43,Self-emp-inc,Bachelors,13,Married,Farming-fishing,White,Male,35,United-States,<=50K
56,Private,HS-grad,9,Married,Exec-managerial,Black,Male,40,?,<=50K
42,Private,Masters,14,Married,Exec-managerial,White,Male,40,United-States,>50K
35,Private,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,>50K
31,Private,Some-college,10,Married,Adm-clerical,White,Female,45,United-States,<=50K
73,Private,1st-4th,2,Married,Transport-moving,White,Male,20,United-States,<=50K
32,Private,Some-college,10,Married,Exec-managerial,White,Female,42,United-States,<=50K
37,Private,Masters,14,Married,Exec-managerial,White,Male,45,United-States,>50K
66,Private,HS-grad,9,Married,Handlers-cleaners,White,Male,10,United-States,<=50K
22,Private,HS-grad,9,Single,Other-service,White,Female,35,United-States,<=50K
51,Private,Assoc-voc,11,Married,Sales,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Single,Other-service,White,Male,35,United-States,<=50K
65,Private,HS-grad,9,Married,Adm-clerical,White,Female,59,Canada,<=50K
39,Private,HS-grad,9,Married,Craft-repair,Black,Female,45,United-States,<=50K
48,Private,Some-college,10,Married,Adm-clerical,White,Female,37,United-States,<=50K
20,Private,Some-college,10,Single,Other-service,White,Female,40,United-States,<=50K
28,?,Assoc-acdm,12,Single,?,White,Male,40,United-States,<=50K
48,Private,Bachelors,13,Married,Sales,White,Male,50,United-States,>50K
29,Federal-gov,Prof-school,15,Married,Prof-specialty,White,Male,80,United-States,<=50K
36,Self-emp-not-inc,Doctorate,16,Single,Prof-specialty,White,Male,30,?,>50K
35,Self-emp-inc,Bachelors,13,Married,Exec-managerial,White,Male,45,United-States,>50K
31,Private,Some-college,10,Married,Transport-moving,White,Male,40,United-States,>50K
48,State-gov,HS-grad,9,Married,Protective-serv,White,Male,40,United-States,<=50K
36,Private,Assoc-voc,11,Single,Tech-support,White,Male,45,United-States,<=50K
40,Self-emp-not-inc,HS-grad,9,Married,Farming-fishing,White,Male,50,United-States,<=50K
57,Private,HS-grad,9,Married,Prof-specialty,White,Male,15,United-States,<=50K
26,Local-gov,Bachelors,13,Single,Prof-specialty,White,Female,35,United-States,<=50K
37,State-gov,HS-grad,9,Single,Other-service,White,Female,40,United-States,<=50K
65,Private,Doctorate,16,Married,Exec-managerial,White,Male,40,United-States,>50K
26,Self-emp-not-inc,10th,6,Single,Prof-specialty,White,Female,32,United-States,<=50K
42,Private,Some-college,10,Married,Tech-support,White,Male,40,United-States,<=50K
47,Private,Masters,14,Married,Exec-managerial,White,Male,40,Japan,>50K
62,Private,7th-8th,4,Married,Craft-repair,White,Male,40,United-States,<=50K
27,Private,Assoc-voc,11,Single,Exec-managerial,White,Male,50,United-States,<=50K
76,Self-emp-not-inc,Some-college,10,Devorced,Sales,White,Male,8,United-States,<=50K
20,?,Some-college,10,Single,?,White,Female,40,United-States,<=50K
29,Private,Bachelors,13,Single,Adm-clerical,White,Female,40,United-States,<=50K
